timestamp;status;chave_unica;nf;data_emissao;rps;chave;id_interno;arquivo_xml;pasta_xml;mensagem
2026-02-13 13:51:21;SEM_MODULO_NFSE;;;;;;;;;Empresa sem modulo Nota Fiscal (nao presta servicos)
